Dates,Hours,CENTRO,NORESTE,NORESTE2,NOROESTE,NOROESTE2,NORTE,NORTE2,SUR,SURESTE,SURESTE2,SURESTE3,SUROESTE,SUROESTE2
2015-04-24,13,134.0,123.0,111.0,150.0,99.0,91.0,,,,95.0,,165.0,163.0
2015-04-25,13,109.0,68.0,135.0,107.0,199.0,38.0,,,,130.0,,110.0,52.0
2015-04-26,13,58.0,48.0,92.0,84.0,90.0,45.0,,,60.0,112.0,,80.0,38.0
2015-04-27,13,,41.0,104.0,61.0,104.0,35.0,,,47.0,58.0,,109.0,78.0
2015-04-28,13,60.0,35.0,57.0,56.0,62.0,27.0,,,51.0,48.0,,89.0,80.0
2015-04-29,13,49.0,40.0,56.0,37.0,31.0,23.0,,,47.0,40.0,,53.0,
2015-04-30,13,30.0,48.0,93.0,49.0,89.0,,,,,49.0,,65.0,
2015-05-01,13,53.0,61.0,97.0,55.0,65.0,43.0,,,60.0,55.0,,78.0,70.0
2015-05-02,13,30.0,85.0,84.0,93.0,83.0,75.0,,,46.0,44.0,,113.0,101.0
2015-05-03,13,22.0,63.0,55.0,62.0,58.0,33.0,,,,35.0,,92.0,65.0
2015-05-04,13,14.0,24.0,48.0,68.0,72.0,43.0,,,,,,58.0,43.0
2015-05-05,13,58.0,73.0,36.0,65.0,52.0,43.0,,,,,,83.0,59.0
2015-05-06,13,10.0,12.0,16.0,,71.0,42.0,,,,,,97.0,63.0
2015-05-07,13,85.0,76.0,91.0,,98.0,77.0,,,61.0,84.0,,121.0,74.0
2015-05-08,13,139.0,138.0,129.0,121.0,130.0,97.0,,,92.0,136.0,,183.0,100.0
2015-05-09,13,123.0,99.0,161.0,144.0,,90.0,,,88.0,110.0,,223.0,107.0
2015-05-10,13,119.0,129.0,80.0,167.0,,85.0,,,92.0,89.0,,152.0,70.0
2015-05-11,13,98.0,151.0,14.0,97.0,54.0,73.0,,,60.0,70.0,,122.0,110.0
2015-05-12,13,20.0,56.0,59.0,37.0,,32.0,,,21.0,58.0,,45.0,71.0
2015-05-13,13,68.0,50.0,53.0,80.0,21.0,53.0,,,53.0,75.0,,91.0,51.0
2015-05-14,13,76.0,76.0,75.0,68.0,68.0,58.0,,,69.0,119.0,,212.0,66.0
2015-05-15,13,79.0,104.0,108.0,61.0,33.0,61.0,,,60.0,81.0,,125.0,38.0
2015-05-16,13,104.0,103.0,148.0,120.0,45.0,87.0,,,73.0,87.0,,175.0,132.0
2015-05-17,13,101.0,99.0,113.0,82.0,125.0,63.0,,,72.0,81.0,,124.0,99.0
2015-05-18,13,66.0,135.0,95.0,73.0,72.0,84.0,,,65.0,117.0,,107.0,82.0
2015-05-19,13,61.0,70.0,49.0,67.0,,78.0,,,,99.0,,67.0,70.0
2015-05-20,13,91.0,94.0,89.0,110.0,91.0,76.0,,,66.0,87.0,,133.0,109.0
2015-05-21,13,41.0,83.0,53.0,42.0,68.0,20.0,,,29.0,42.0,,55.0,34.0
2015-05-22,13,62.0,97.0,91.0,74.0,95.0,47.0,,,85.0,71.0,,96.0,37.0
2015-05-23,13,58.0,80.0,94.0,59.0,62.0,50.0,,,84.0,110.0,,63.0,53.0
2015-05-24,13,96.0,104.0,101.0,99.0,315.0,61.0,,,56.0,81.0,,72.0,
2015-05-25,13,101.0,88.0,132.0,138.0,177.0,68.0,,,84.0,58.0,,143.0,
2015-05-26,13,96.0,101.0,45.0,84.0,193.0,63.0,,,72.0,89.0,,96.0,
2015-05-27,13,71.0,108.0,107.0,97.0,16.0,78.0,,,71.0,112.0,,118.0,94.0
2015-05-28,13,95.0,52.0,61.0,90.0,80.0,67.0,,,77.0,97.0,,110.0,104.0
2015-05-29,13,58.0,74.0,93.0,77.0,120.0,48.0,,,80.0,66.0,,72.0,70.0
2015-05-30,13,93.0,52.0,105.0,95.0,161.0,62.0,,,79.0,91.0,,96.0,84.0
2015-05-31,13,,24.0,86.0,46.0,160.0,25.0,,,32.0,35.0,,42.0,61.0
2015-06-01,13,36.0,36.0,113.0,43.0,,41.0,,,59.0,,,74.0,51.0
2015-06-02,13,50.0,61.0,87.0,40.0,,39.0,,,76.0,57.0,,81.0,39.0
2015-06-03,13,154.0,69.0,111.0,95.0,21.0,79.0,,,102.0,55.0,,122.0,60.0
2015-06-04,13,65.0,58.0,76.0,76.0,10.0,,,,88.0,106.0,,82.0,45.0
2015-06-05,13,46.0,65.0,96.0,68.0,26.0,62.0,,,62.0,100.0,,74.0,39.0
2015-06-06,13,48.0,59.0,96.0,59.0,11.0,52.0,,,67.0,73.0,,62.0,55.0
2015-06-07,13,47.0,36.0,76.0,42.0,,28.0,,,35.0,66.0,,51.0,61.0
2015-06-08,13,70.0,79.0,72.0,74.0,36.0,60.0,,,70.0,69.0,,89.0,90.0
2015-06-09,13,88.0,54.0,109.0,57.0,24.0,50.0,,,62.0,50.0,,99.0,71.0
2015-06-10,13,87.0,65.0,113.0,67.0,30.0,60.0,,,92.0,35.0,,110.0,57.0
2015-06-11,13,90.0,38.0,82.0,85.0,31.0,64.0,,,56.0,73.0,,121.0,54.0
2015-06-12,13,69.0,55.0,103.0,71.0,53.0,61.0,,,90.0,68.0,,,95.0
2015-06-13,13,73.0,54.0,110.0,83.0,40.0,65.0,,,63.0,54.0,,,90.0
2015-06-14,13,50.0,50.0,77.0,52.0,8.0,,,,,46.0,,,59.0
2015-06-15,13,39.0,28.0,82.0,56.0,,,,,,47.0,,,
2015-06-16,13,52.0,63.0,168.0,66.0,43.0,,,,136.0,57.0,,71.0,75.0
2015-06-17,13,90.0,29.0,94.0,80.0,35.0,,,,67.0,37.0,,115.0,99.0
2015-06-18,13,81.0,,72.0,100.0,16.0,,,,54.0,73.0,,89.0,79.0
2015-06-19,13,72.0,,93.0,81.0,197.0,,,,84.0,103.0,,84.0,91.0
2015-06-20,13,64.0,,108.0,70.0,,,,,42.0,100.0,,99.0,82.0
2015-06-21,13,86.0,,92.0,130.0,,,,,76.0,82.0,,116.0,125.0
2015-06-22,13,100.0,151.0,155.0,113.0,39.0,,,,91.0,135.0,,133.0,137.0
2015-06-23,13,75.0,133.0,89.0,128.0,57.0,,,,101.0,140.0,,124.0,114.0
2015-06-24,13,44.0,60.0,104.0,80.0,,,,,56.0,73.0,,57.0,59.0
2015-06-25,13,65.0,64.0,113.0,80.0,37.0,,,,61.0,71.0,,79.0,65.0
2015-06-26,13,97.0,89.0,124.0,103.0,120.0,,,,99.0,75.0,,129.0,114.0
2015-06-27,13,84.0,70.0,116.0,76.0,,,,,58.0,51.0,,95.0,90.0
2015-06-28,13,62.0,66.0,93.0,84.0,25.0,,,,59.0,96.0,,72.0,60.0
2015-06-29,13,106.0,75.0,72.0,104.0,88.0,,,,103.0,128.0,,122.0,
2015-06-30,13,64.0,69.0,100.0,78.0,26.0,,,,85.0,41.0,,80.0,85.0
2015-07-01,13,39.0,67.0,97.0,50.0,11.0,,,,57.0,67.0,,30.0,41.0
2015-07-02,13,103.0,80.0,152.0,115.0,45.0,,,,92.0,128.0,,141.0,144.0
2015-07-03,13,118.0,92.0,113.0,124.0,69.0,77.0,,,120.0,74.0,,156.0,155.0
2015-07-04,13,84.0,,93.0,137.0,66.0,65.0,,,81.0,76.0,,110.0,107.0
2015-07-05,13,82.0,,59.0,84.0,51.0,55.0,,,76.0,91.0,,99.0,120.0
2015-07-06,13,115.0,,103.0,89.0,10.0,77.0,,,121.0,120.0,,145.0,128.0
2015-07-07,13,82.0,65.0,74.0,156.0,62.0,,,,81.0,77.0,,117.0,106.0
2015-07-08,13,105.0,91.0,134.0,124.0,28.0,80.0,,,96.0,425.0,,140.0,134.0
2015-07-09,13,103.0,80.0,120.0,76.0,31.0,63.0,,,88.0,92.0,,126.0,126.0
2015-07-10,13,86.0,65.0,100.0,71.0,36.0,49.0,,,,76.0,,105.0,112.0
2015-07-11,13,46.0,63.0,94.0,,25.0,44.0,,,89.0,77.0,,78.0,87.0
2015-07-12,13,,60.0,114.0,,38.0,49.0,,,64.0,,,80.0,82.0
2015-07-13,13,115.0,124.0,173.0,,67.0,90.0,,,,,,139.0,140.0
2015-07-14,13,125.0,92.0,138.0,112.0,50.0,75.0,,,101.0,82.0,,142.0,149.0
2015-07-15,13,101.0,103.0,112.0,88.0,77.0,51.0,,,97.0,81.0,,129.0,118.0
2015-07-16,13,99.0,80.0,108.0,81.0,68.0,62.0,,,97.0,89.0,,112.0,111.0
2015-07-17,13,93.0,73.0,116.0,99.0,45.0,61.0,,,93.0,104.0,,,107.0
2015-07-18,13,78.0,34.0,116.0,72.0,90.0,102.0,,,77.0,65.0,,101.0,105.0
2015-07-19,13,66.0,46.0,68.0,80.0,6.0,32.0,,,58.0,80.0,,75.0,71.0
2015-07-20,13,,101.0,136.0,85.0,64.0,59.0,,,98.0,65.0,,128.0,120.0
2015-07-21,13,84.0,47.0,114.0,55.0,46.0,,,,102.0,78.0,,126.0,123.0
2015-07-22,13,84.0,92.0,,74.0,27.0,,,,87.0,52.0,,116.0,117.0
2015-07-23,13,81.0,61.0,108.0,60.0,23.0,,,,101.0,83.0,,119.0,111.0
2015-07-24,13,88.0,54.0,144.0,60.0,109.0,131.0,,,242.0,53.0,,134.0,128.0
2015-07-25,13,81.0,93.0,182.0,55.0,73.0,,,,78.0,47.0,,115.0,117.0
2015-07-26,13,63.0,50.0,143.0,41.0,42.0,,,,71.0,53.0,,98.0,83.0
2015-07-27,13,84.0,92.0,147.0,74.0,86.0,135.0,,,120.0,64.0,,130.0,134.0
2015-07-28,13,104.0,117.0,158.0,103.0,24.0,84.0,,,96.0,82.0,,151.0,142.0
2015-07-29,13,103.0,105.0,150.0,61.0,73.0,90.0,,,105.0,98.0,,135.0,166.0
2015-07-30,13,60.0,87.0,116.0,47.0,22.0,72.0,,,91.0,77.0,,100.0,116.0
2015-07-31,13,60.0,60.0,138.0,37.0,,41.0,,,92.0,53.0,,80.0,88.0
2015-08-01,13,55.0,50.0,127.0,28.0,20.0,46.0,,,55.0,72.0,,76.0,74.0
2015-08-02,13,44.0,57.0,130.0,32.0,14.0,30.0,,,49.0,,,61.0,67.0
2015-08-03,13,51.0,61.0,132.0,30.0,27.0,54.0,,,66.0,78.0,,79.0,88.0
2015-08-04,13,74.0,91.0,156.0,56.0,73.0,70.0,,,,78.0,,125.0,130.0
2015-08-05,13,65.0,59.0,234.0,45.0,52.0,65.0,,,,66.0,,110.0,128.0
2015-08-06,13,84.0,102.0,158.0,48.0,44.0,69.0,,,94.0,230.0,,124.0,126.0
2015-08-07,13,89.0,90.0,147.0,59.0,55.0,79.0,,,85.0,56.0,,139.0,147.0
2015-08-08,13,69.0,81.0,135.0,64.0,14.0,76.0,,,,80.0,,119.0,122.0
2015-08-09,13,74.0,72.0,141.0,51.0,31.0,50.0,,,72.0,84.0,,99.0,95.0
2015-08-10,13,78.0,77.0,157.0,49.0,31.0,66.0,,,96.0,60.0,,97.0,101.0
2015-08-11,13,65.0,65.0,130.0,49.0,67.0,54.0,,,101.0,73.0,,105.0,132.0
2015-08-12,13,59.0,51.0,134.0,46.0,13.0,29.0,,,55.0,53.0,,87.0,101.0
2015-08-13,13,37.0,44.0,141.0,37.0,17.0,24.0,,,32.0,46.0,,71.0,83.0
2015-08-14,13,,55.0,168.0,41.0,38.0,32.0,,,60.0,66.0,,64.0,63.0
2015-08-15,13,49.0,49.0,154.0,44.0,20.0,,,,53.0,,,75.0,152.0
2015-08-16,13,,21.0,137.0,16.0,13.0,15.0,,,36.0,,,54.0,
2015-08-17,13,51.0,47.0,142.0,24.0,26.0,79.0,,,53.0,,,,97.0
2015-08-18,13,70.0,70.0,166.0,37.0,33.0,63.0,,,68.0,,,100.0,130.0
2015-08-19,13,105.0,123.0,168.0,61.0,22.0,104.0,,,121.0,,,157.0,193.0
2015-08-20,13,105.0,42.0,109.0,49.0,12.0,45.0,,,79.0,,,99.0,
2015-08-21,13,178.0,61.0,,31.0,54.0,25.0,,,52.0,63.0,,98.0,
2015-08-22,13,99.0,80.0,,63.0,11.0,86.0,,,81.0,118.0,,113.0,83.0
2015-08-23,13,65.0,68.0,,42.0,22.0,41.0,,,59.0,73.0,,90.0,
2015-08-24,13,59.0,55.0,121.0,52.0,,39.0,,,52.0,,,88.0,34.0
2015-08-25,13,,81.0,136.0,54.0,,40.0,,,44.0,70.0,,63.0,68.0
2015-08-26,13,46.0,60.0,131.0,56.0,,31.0,,,,42.0,,,33.0
2015-08-27,13,48.0,52.0,171.0,47.0,11.0,32.0,,,41.0,51.0,,70.0,78.0
2015-08-28,13,75.0,55.0,17.0,42.0,21.0,34.0,,,54.0,58.0,,,
2015-08-29,13,66.0,84.0,30.0,62.0,13.0,58.0,,,68.0,94.0,,67.0,120.0
2015-08-30,13,52.0,58.0,36.0,51.0,9.0,26.0,,,,75.0,,,50.0
2015-08-31,13,82.0,58.0,36.0,39.0,14.0,38.0,,,53.0,97.0,,71.0,62.0
2015-09-01,13,66.0,41.0,38.0,30.0,33.0,27.0,,,41.0,69.0,,75.0,94.0
2015-09-02,13,53.0,74.0,20.0,42.0,,72.0,,,47.0,87.0,,62.0,65.0
2015-09-03,13,56.0,68.0,40.0,24.0,6.0,36.0,,,53.0,167.0,,68.0,38.0
2015-09-04,13,64.0,61.0,53.0,36.0,30.0,38.0,,,49.0,,,80.0,48.0
2015-09-05,13,84.0,48.0,55.0,65.0,38.0,48.0,,,57.0,67.0,,89.0,65.0
2015-09-06,13,54.0,43.0,53.0,53.0,13.0,61.0,,,46.0,46.0,,70.0,37.0
2015-09-07,13,67.0,82.0,17.0,57.0,73.0,56.0,,,80.0,55.0,,86.0,56.0
2015-09-08,13,,82.0,71.0,48.0,24.0,61.0,,,87.0,38.0,,91.0,64.0
2015-09-09,13,88.0,83.0,77.0,48.0,26.0,,,,73.0,38.0,,78.0,78.0
2015-09-10,13,102.0,82.0,83.0,74.0,15.0,67.0,,,91.0,36.0,,118.0,97.0
2015-09-11,13,74.0,53.0,41.0,,,48.0,,,60.0,26.0,,80.0,73.0
2015-09-12,13,24.0,74.0,50.0,,24.0,24.0,,,,68.0,,62.0,54.0
2015-09-13,13,25.0,61.0,21.0,,,27.0,,,,39.0,,27.0,30.0
2015-09-14,13,47.0,46.0,50.0,39.0,,40.0,,,,53.0,,38.0,33.0
2015-09-15,13,38.0,37.0,22.0,42.0,21.0,25.0,,,23.0,45.0,,59.0,
2015-09-16,13,33.0,43.0,30.0,25.0,,27.0,,,23.0,,,24.0,
2015-09-17,13,43.0,44.0,31.0,30.0,,,,,22.0,51.0,,52.0,
2015-09-18,13,71.0,43.0,45.0,50.0,25.0,25.0,,,35.0,65.0,,90.0,36.0
2015-09-19,13,30.0,48.0,29.0,20.0,,13.0,,,39.0,53.0,,47.0,9.0
2015-09-20,13,33.0,32.0,30.0,21.0,,25.0,,,25.0,35.0,,34.0,8.0
2015-09-21,13,40.0,52.0,32.0,5.0,,34.0,,,34.0,51.0,,52.0,41.0
2015-09-22,13,33.0,59.0,20.0,28.0,,52.0,,,26.0,58.0,,37.0,44.0
2015-09-23,13,35.0,46.0,26.0,38.0,,38.0,,,21.0,46.0,,56.0,22.0
2015-09-24,13,47.0,54.0,19.0,40.0,20.0,59.0,,,40.0,57.0,,81.0,64.0
2015-09-25,13,51.0,29.0,18.0,25.0,21.0,48.0,,,27.0,59.0,,42.0,53.0
2015-09-26,13,38.0,39.0,83.0,29.0,69.0,32.0,,,37.0,63.0,,24.0,49.0
2015-09-27,13,45.0,28.0,29.0,24.0,33.0,41.0,,,36.0,59.0,,46.0,43.0
2015-09-28,13,52.0,,49.0,44.0,19.0,55.0,,,46.0,67.0,,56.0,63.0
2015-09-29,13,53.0,32.0,37.0,30.0,20.0,46.0,,,60.0,58.0,,65.0,65.0
2015-09-30,13,30.0,41.0,40.0,32.0,10.0,54.0,,,29.0,87.0,,25.0,37.0
2015-10-01,13,62.0,56.0,77.0,40.0,41.0,51.0,,,43.0,51.0,,59.0,55.0
2015-10-02,13,61.0,59.0,57.0,41.0,86.0,67.0,,,55.0,59.0,,72.0,64.0
2015-10-03,13,69.0,68.0,72.0,57.0,32.0,79.0,,,54.0,62.0,,89.0,79.0
2015-10-04,13,116.0,71.0,35.0,56.0,,31.0,,,71.0,70.0,,78.0,42.0
2015-10-05,13,55.0,46.0,45.0,23.0,,56.0,,,64.0,58.0,,64.0,41.0
2015-10-06,13,51.0,48.0,9.0,29.0,,44.0,,,51.0,23.0,,50.0,37.0
2015-10-07,13,58.0,46.0,44.0,22.0,8.0,50.0,,,32.0,69.0,,88.0,51.0
