,342.5nm,388nm,442nm,463nm,483.5nm
191227,3.261,2.841,2.399,2.246,2.166
191228,3.261,2.841,2.399,2.246,2.166
191229,3.261,2.841,2.399,2.246,2.166
191230,3.261,2.841,2.399,2.246,2.166
191231,3.261,2.841,2.399,2.246,2.166
200101,2.936,2.657,2.343,2.23,2.125
200102,2.936,2.657,2.343,2.23,2.125
200103,2.936,2.657,2.343,2.23,2.125
200104,2.936,2.657,2.343,2.23,2.125
200105,2.936,2.657,2.343,2.23,2.125
200106,2.936,2.657,2.343,2.23,2.125
200107,2.936,2.657,2.343,2.23,2.125
200108,2.936,2.657,2.343,2.23,2.125
200109,2.936,2.657,2.343,2.23,2.125
200110,2.936,2.657,2.343,2.23,2.125
200111,2.936,2.657,2.343,2.23,2.125
200112,2.936,2.657,2.343,2.23,2.125
200113,2.936,2.657,2.343,2.23,2.125
200114,2.936,2.657,2.343,2.23,2.125
200115,2.936,2.657,2.343,2.23,2.125
200116,2.936,2.657,2.343,2.23,2.125
200117,2.936,2.657,2.343,2.23,2.125
200118,2.936,2.657,2.343,2.23,2.125
200119,2.936,2.657,2.343,2.23,2.125
200120,2.936,2.657,2.343,2.23,2.125
200121,2.936,2.657,2.343,2.23,2.125
200122,2.936,2.657,2.343,2.23,2.125
200123,2.936,2.657,2.343,2.23,2.125
200124,2.881,2.413,1.955,1.803,1.668
200125,2.936,2.657,2.343,2.23,2.125
200126,2.936,2.657,2.343,2.23,2.125
200127,2.936,2.657,2.343,2.23,2.125
200128,2.936,2.657,2.343,2.23,2.125
200129,2.936,2.657,2.343,2.23,2.125
200130,2.936,2.657,2.343,2.23,2.125
200131,3.296,3.078,2.778,2.657,2.542
200201,3.189,2.829,2.442,2.306,2.181
200202,3.189,2.829,2.442,2.306,2.181
200203,3.189,2.829,2.442,2.306,2.181
200204,3.189,2.829,2.442,2.306,2.181
200205,3.189,2.829,2.442,2.306,2.181
200206,3.189,2.829,2.442,2.306,2.181
200207,3.189,2.829,2.442,2.306,2.181
200208,3.189,2.829,2.442,2.306,2.181
200209,3.189,2.829,2.442,2.306,2.181
200210,3.189,2.829,2.442,2.306,2.181
200211,3.189,2.829,2.442,2.306,2.181
200212,3.189,2.829,2.442,2.306,2.181
200213,3.189,2.829,2.442,2.306,2.181
200214,3.189,2.829,2.442,2.306,2.181
200215,3.189,2.829,2.442,2.306,2.181
200216,3.189,2.829,2.442,2.306,2.181
200217,3.189,2.829,2.442,2.306,2.181
200218,3.189,2.829,2.442,2.306,2.181
200219,3.189,2.829,2.442,2.306,2.181
200220,3.189,2.829,2.442,2.306,2.181
200221,3.189,2.829,2.442,2.306,2.181
200222,3.189,2.829,2.442,2.306,2.181
200223,3.189,2.829,2.442,2.306,2.181
200224,3.189,2.829,2.442,2.306,2.181
200225,3.176,2.963,2.67,2.552,2.439
200226,3.189,2.829,2.442,2.306,2.181
200227,3.189,2.829,2.442,2.306,2.181
200228,3.189,2.829,2.442,2.306,2.181
200301,3.189,2.829,2.442,2.306,2.181
200302,3.417,2.939,2.449,2.282,2.132
200303,3.417,2.939,2.449,2.282,2.132
200304,3.417,2.939,2.449,2.282,2.132
200305,3.417,2.939,2.449,2.282,2.132
200306,3.417,2.939,2.449,2.282,2.132
200307,3.417,2.939,2.449,2.282,2.132
200308,3.417,2.939,2.449,2.282,2.132
200309,3.417,2.939,2.449,2.282,2.132
200310,3.417,2.939,2.449,2.282,2.132
200311,3.417,2.939,2.449,2.282,2.132
200312,3.417,2.939,2.449,2.282,2.132
200313,3.417,2.939,2.449,2.282,2.132
200314,3.417,2.939,2.449,2.282,2.132
200315,3.417,2.939,2.449,2.282,2.132
200316,3.417,2.939,2.449,2.282,2.132
200317,3.417,2.939,2.449,2.282,2.132
200318,3.417,2.939,2.449,2.282,2.132
200319,3.417,2.939,2.449,2.282,2.132
200320,3.218,3.002,2.705,2.586,2.471
200321,3.417,2.939,2.449,2.282,2.132
200322,3.417,2.939,2.449,2.282,2.132
200323,3.417,2.939,2.449,2.282,2.132
200324,0.269,0.233,0.195,0.182,0.17
200325,3.417,2.939,2.449,2.282,2.132
200326,3.417,2.939,2.449,2.282,2.132
200327,0.686,0.599,0.506,0.474,0.444
200328,3.417,2.939,2.449,2.282,2.132
200329,3.417,2.939,2.449,2.282,2.132
200330,3.417,2.939,2.449,2.282,2.132
200331,3.417,2.939,2.449,2.282,2.132
200401,3.417,2.939,2.449,2.282,2.132
200402,2.602,2.323,2.019,1.932,1.813
200403,2.602,2.323,2.019,1.932,1.813
200404,2.602,2.323,2.019,1.932,1.813
200405,2.602,2.323,2.019,1.932,1.813
200406,0.091,0.085,0.077,0.074,0.071
200407,2.602,2.323,2.019,1.932,1.813
200408,2.602,2.323,2.019,1.932,1.813
200409,2.602,2.323,2.019,1.932,1.813
200410,2.602,2.323,2.019,1.932,1.813
200411,2.602,2.323,2.019,1.932,1.813
200412,2.602,2.323,2.019,1.932,1.813
200413,2.602,2.323,2.019,1.932,1.813
200414,4.79,4.11,3.413,3.176,2.96
200415,2.602,2.323,2.019,1.932,1.813
200416,2.602,2.323,2.019,1.932,1.813
200417,1.272,1.187,1.069,1.022,0.977
200418,2.602,2.323,2.019,1.932,1.813
200419,2.602,2.323,2.019,1.932,1.813
200420,2.602,2.323,2.019,1.932,1.813
200421,2.602,2.323,2.019,1.932,1.813
200422,2.602,2.323,2.019,1.932,1.813
200423,2.602,2.323,2.019,1.932,1.813
200424,2.602,2.323,2.019,1.932,1.813
200425,2.961,2.768,2.501,2.395,2.291
200426,2.602,2.323,2.019,1.932,1.813
200427,2.602,2.323,2.019,1.932,1.813
200428,2.602,2.323,2.019,1.932,1.813
200429,2.602,2.323,2.019,1.932,1.813
200430,2.602,2.323,2.019,1.932,1.813
200501,2.602,2.323,2.019,1.932,1.813
200502,2.533,2.25,1.944,1.837,1.737
200503,2.533,2.25,1.944,1.837,1.737
200504,2.533,2.25,1.944,1.837,1.737
200505,2.533,2.25,1.944,1.837,1.737
200506,2.533,2.25,1.944,1.837,1.737
200507,5.388,5.026,4.528,4.33,4.136
200508,2.533,2.25,1.944,1.837,1.737
200509,2.533,2.25,1.944,1.837,1.737
200510,2.533,2.25,1.944,1.837,1.737
200511,2.533,2.25,1.944,1.837,1.737
200512,2.533,2.25,1.944,1.837,1.737
200513,2.533,2.25,1.944,1.837,1.737
200514,2.533,2.25,1.944,1.837,1.737
200515,2.533,2.25,1.944,1.837,1.737
200516,2.533,2.25,1.944,1.837,1.737
200517,2.533,2.25,1.944,1.837,1.737
200518,2.533,2.25,1.944,1.837,1.737
200519,2.533,2.25,1.944,1.837,1.737
200520,2.533,2.25,1.944,1.837,1.737
200521,2.533,2.25,1.944,1.837,1.737
200522,2.533,2.25,1.944,1.837,1.737
200523,2.533,2.25,1.944,1.837,1.737
200524,2.533,2.25,1.944,1.837,1.737
200525,2.533,2.25,1.944,1.837,1.737
200526,2.533,2.25,1.944,1.837,1.737
200527,0.377,0.353,0.32,0.307,0.294
200528,2.533,2.25,1.944,1.837,1.737
200529,2.533,2.25,1.944,1.837,1.737
200530,2.533,2.25,1.944,1.837,1.737
200531,2.533,2.25,1.944,1.837,1.737
200601,2.533,2.25,1.944,1.837,1.737
200602,1.657,1.475,1.274,1.202,1.129
200603,1.657,1.475,1.274,1.202,1.129
200604,1.657,1.475,1.274,1.202,1.129
200605,1.657,1.475,1.274,1.202,1.129
200606,1.657,1.475,1.274,1.202,1.129
200607,1.657,1.475,1.274,1.202,1.129
200608,1.657,1.475,1.274,1.202,1.129
200609,3.627,3.127,2.603,2.422,2.258
200610,1.657,1.475,1.274,1.202,1.129
200611,1.657,1.475,1.274,1.202,1.129
200612,1.657,1.475,1.274,1.202,1.129
200613,1.657,1.475,1.274,1.202,1.129
200614,1.657,1.475,1.274,1.202,1.129
200615,1.657,1.475,1.274,1.202,1.129
200616,1.657,1.475,1.274,1.202,1.129
200617,3.22,2.888,2.513,2.375,2.248
200618,0.536,0.502,0.455,0.436,0.418
200619,1.657,1.475,1.274,1.202,1.129
200620,1.657,1.475,1.274,1.202,1.129
200621,1.657,1.475,1.274,1.202,1.129
200622,1.657,1.475,1.274,1.202,1.129
200623,1.657,1.475,1.274,1.202,1.129
200624,5.559,4.71,3.86,3.575,3.319
200625,2.101,1.96,1.766,1.688,1.613
200626,1.657,1.475,1.274,1.202,1.129
200627,1.657,1.475,1.274,1.202,1.129
200628,1.657,1.475,1.274,1.202,1.129
200629,1.657,1.475,1.274,1.202,1.129
200630,1.657,1.475,1.274,1.202,1.129
200701,0.639,0.565,0.483,0.454,0.427
200702,1.075,0.969,0.846,0.801,0.768
200703,1.075,0.969,0.846,0.801,0.768
200704,1.075,0.969,0.846,0.801,0.768
200705,1.075,0.969,0.846,0.801,0.768
200706,1.075,0.969,0.846,0.801,0.768
200707,1.075,0.969,0.846,0.801,0.768
200708,1.075,0.969,0.846,0.801,0.768
200709,1.075,0.969,0.846,0.801,0.768
200710,1.075,0.969,0.846,0.801,0.768
200711,1.075,0.969,0.846,0.801,0.768
200712,1.075,0.969,0.846,0.801,0.768
200713,1.075,0.969,0.846,0.801,0.768
200714,1.075,0.969,0.846,0.801,0.768
200715,1.075,0.969,0.846,0.801,0.768
200716,1.075,0.969,0.846,0.801,0.768
200717,1.075,0.969,0.846,0.801,0.768
200718,1.075,0.969,0.846,0.801,0.768
200719,0.763,0.668,0.565,0.529,0.495
200720,1.478,1.272,1.062,0.989,0.924
200721,1.075,0.969,0.846,0.801,0.768
200722,0.807,0.756,0.685,0.657,0.629
200723,1.075,0.969,0.846,0.801,0.768
200724,1.075,0.969,0.846,0.801,0.768
200725,1.075,0.969,0.846,0.801,0.768
200726,1.075,0.969,0.846,0.801,0.768
200727,0.357,0.334,0.302,0.29,0.278
200728,1.075,0.969,0.846,0.801,0.768
200729,1.075,0.969,0.846,0.801,0.768
200730,1.161,1.006,0.842,0.785,0.734
200731,1.075,0.969,0.846,0.801,0.768
200801,1.075,0.969,0.846,0.801,0.768
200802,2.507,2.342,2.114,2.024,1.935
200803,2.517,2.205,1.872,1.756,1.65
200804,0.455,0.416,0.368,0.351,0.333
200805,2.517,2.205,1.872,1.756,1.65
200806,2.517,2.205,1.872,1.756,1.65
200807,1.217,1.14,1.033,0.991,0.949
200808,2.517,2.205,1.872,1.756,1.65
200809,2.517,2.205,1.872,1.756,1.65
200810,2.517,2.205,1.872,1.756,1.65
200811,3.591,2.972,2.375,2.179,2.005
200812,1.746,1.488,1.227,1.138,1.059
200813,2.517,2.205,1.872,1.756,1.65
200814,2.517,2.205,1.872,1.756,1.65
200815,2.517,2.205,1.872,1.756,1.65
200816,2.517,2.205,1.872,1.756,1.65
200817,2.517,2.205,1.872,1.756,1.65
200818,2.517,2.205,1.872,1.756,1.65
200819,2.517,2.205,1.872,1.756,1.65
200820,6.934,5.845,4.764,4.403,4.08
200821,2.517,2.205,1.872,1.756,1.65
200822,2.517,2.205,1.872,1.756,1.65
200823,1.055,0.984,0.887,0.848,0.81
200824,0.161,0.151,0.137,0.131,0.126
200825,2.517,2.205,1.872,1.756,1.65
200826,2.517,2.205,1.872,1.756,1.65
200827,2.517,2.205,1.872,1.756,1.65
200828,2.974,2.775,2.5,2.39,2.284
200829,2.517,2.205,1.872,1.756,1.65
200830,2.517,2.205,1.872,1.756,1.65
200831,2.517,2.205,1.872,1.756,1.65
200901,2.517,2.205,1.872,1.756,1.65
200902,3.274,2.847,2.396,2.239,2.096
200903,5.11,4.231,3.38,3.101,2.853
200904,3.274,2.847,2.396,2.239,2.096
200905,6.313,5.889,5.306,5.073,4.847
200906,3.788,3.381,2.918,2.75,2.594
200907,3.274,2.847,2.396,2.239,2.096
200908,4.861,4.171,3.452,3.205,2.981
200909,3.274,2.847,2.396,2.239,2.096
200910,3.274,2.847,2.396,2.239,2.096
200911,3.274,2.847,2.396,2.239,2.096
200912,3.274,2.847,2.396,2.239,2.096
200913,3.274,2.847,2.396,2.239,2.096
200914,3.274,2.847,2.396,2.239,2.096
200915,3.274,2.847,2.396,2.239,2.096
200916,7.115,5.891,4.707,4.318,3.973
200917,3.274,2.847,2.396,2.239,2.096
200918,3.274,2.847,2.396,2.239,2.096
200919,7.092,5.872,4.691,4.304,3.96
200920,3.274,2.847,2.396,2.239,2.096
200921,2.761,2.286,1.826,1.675,1.542
200922,3.173,2.818,2.418,2.275,2.142
200923,3.274,2.847,2.396,2.239,2.096
200924,3.274,2.847,2.396,2.239,2.096
200925,3.274,2.847,2.396,2.239,2.096
200926,3.274,2.847,2.396,2.239,2.096
200927,3.274,2.847,2.396,2.239,2.096
200928,3.274,2.847,2.396,2.239,2.096
200929,3.274,2.847,2.396,2.239,2.096
200930,3.274,2.847,2.396,2.239,2.096
201001,3.274,2.847,2.396,2.239,2.096
201002,3.228,2.811,2.37,2.216,2.076
201003,3.228,2.811,2.37,2.216,2.076
201004,3.228,2.811,2.37,2.216,2.076
201005,3.228,2.811,2.37,2.216,2.076
201006,3.228,2.811,2.37,2.216,2.076
201007,3.228,2.811,2.37,2.216,2.076
201008,0.413,0.368,0.32,0.302,0.285
201009,3.228,2.811,2.37,2.216,2.076
201010,3.228,2.811,2.37,2.216,2.076
201011,3.228,2.811,2.37,2.216,2.076
201012,3.228,2.811,2.37,2.216,2.076
201013,3.228,2.811,2.37,2.216,2.076
201014,3.228,2.811,2.37,2.216,2.076
201015,3.228,2.811,2.37,2.216,2.076
201016,3.228,2.811,2.37,2.216,2.076
201017,3.228,2.811,2.37,2.216,2.076
201018,3.228,2.811,2.37,2.216,2.076
201019,3.228,2.811,2.37,2.216,2.076
201020,3.228,2.811,2.37,2.216,2.076
201021,3.228,2.811,2.37,2.216,2.076
201022,3.228,2.811,2.37,2.216,2.076
201023,0.834,0.697,0.563,0.519,0.479
201024,3.228,2.811,2.37,2.216,2.076
201025,3.228,2.811,2.37,2.216,2.076
201026,3.228,2.811,2.37,2.216,2.076
201027,3.228,2.811,2.37,2.216,2.076
201028,3.228,2.811,2.37,2.216,2.076
201029,3.228,2.811,2.37,2.216,2.076
201030,3.228,2.811,2.37,2.216,2.076
201031,3.228,2.811,2.37,2.216,2.076
201101,3.228,2.811,2.37,2.216,2.076
201102,3.055,2.682,2.299,2.167,2.048
201103,3.055,2.682,2.299,2.167,2.048
201104,3.055,2.682,2.299,2.167,2.048
201105,3.055,2.682,2.299,2.167,2.048
201106,4.691,4.236,3.717,3.528,3.352
201107,3.055,2.682,2.299,2.167,2.048
201108,2.773,2.296,1.834,1.683,1.548
201109,3.055,2.682,2.299,2.167,2.048
201110,3.055,2.682,2.299,2.167,2.048
201111,3.055,2.682,2.299,2.167,2.048
201112,3.055,2.682,2.299,2.167,2.048
201113,3.055,2.682,2.299,2.167,2.048
201114,3.055,2.682,2.299,2.167,2.048
201115,3.055,2.682,2.299,2.167,2.048
201116,3.055,2.682,2.299,2.167,2.048
201117,3.055,2.682,2.299,2.167,2.048
201118,3.055,2.682,2.299,2.167,2.048
201119,1.18,0.988,0.801,0.739,0.683
201120,3.055,2.682,2.299,2.167,2.048
201121,3.055,2.682,2.299,2.167,2.048
201122,3.055,2.682,2.299,2.167,2.048
201123,3.055,2.682,2.299,2.167,2.048
201124,3.055,2.682,2.299,2.167,2.048
201125,4.112,3.529,2.921,2.711,2.522
201126,3.055,2.682,2.299,2.167,2.048
201127,3.055,2.682,2.299,2.167,2.048
201128,3.055,2.682,2.299,2.167,2.048
201129,3.055,2.682,2.299,2.167,2.048
201130,3.055,2.682,2.299,2.167,2.048
201201,3.055,2.682,2.299,2.167,2.048
201202,3.261,2.841,2.399,2.246,2.166
201203,3.261,2.841,2.399,2.246,2.166
201204,3.261,2.841,2.399,2.246,2.166
201205,5.257,4.904,4.418,4.224,4.036
201206,3.261,2.841,2.399,2.246,2.166
201207,3.261,2.841,2.399,2.246,2.166
201208,5.499,4.719,3.905,3.626,3.372
201209,3.261,2.841,2.399,2.246,2.166
201210,3.261,2.841,2.399,2.246,2.166
201211,3.261,2.841,2.399,2.246,2.166
201212,3.261,2.841,2.399,2.246,2.166
201213,3.261,2.841,2.399,2.246,2.166
201214,3.261,2.841,2.399,2.246,2.166
201215,3.261,2.841,2.399,2.246,2.166
201216,3.261,2.841,2.399,2.246,2.166
201217,3.907,3.432,2.913,2.729,2.561
201218,3.261,2.841,2.399,2.246,2.166
201219,3.261,2.841,2.399,2.246,2.166
201220,3.261,2.841,2.399,2.246,2.166
201221,3.261,2.841,2.399,2.246,2.166
201222,3.261,2.841,2.399,2.246,2.166
201223,3.261,2.841,2.399,2.246,2.166
201224,3.261,2.841,2.399,2.246,2.166
201225,3.261,2.841,2.399,2.246,2.166
201226,4.547,3.902,3.229,2.998,2.789
201227,3.261,2.841,2.399,2.246,2.166
201228,3.261,2.841,2.399,2.246,2.166
201229,3.261,2.841,2.399,2.246,2.166
201230,3.261,2.841,2.399,2.246,2.166
201231,3.261,2.841,2.399,2.246,2.166
