,354nm,388nm,500nm
181123,0.936,0.945,0.958
181124,0.936,0.945,0.958
181125,0.936,0.945,0.958
181126,0.932,0.939,0.953
181127,0.936,0.945,0.958
181128,0.936,0.945,0.958
181129,0.936,0.945,0.958
181130,0.936,0.945,0.958
181201,0.934,0.942,0.955
181202,0.934,0.942,0.955
181203,0.934,0.942,0.955
181204,0.934,0.942,0.955
181205,0.934,0.942,0.955
181206,0.934,0.942,0.955
181207,0.934,0.942,0.955
181208,0.934,0.942,0.955
181209,0.934,0.942,0.955
181210,0.932,0.939,0.953
181211,0.934,0.942,0.955
181212,0.943,0.949,0.961
181213,0.934,0.942,0.955
181214,0.934,0.942,0.955
181215,0.934,0.942,0.955
181216,0.934,0.942,0.955
181217,0.934,0.942,0.955
181218,0.934,0.942,0.955
181219,0.934,0.942,0.955
181220,0.934,0.942,0.955
181221,0.934,0.942,0.955
181222,0.937,0.943,0.957
181223,0.934,0.942,0.955
181224,0.934,0.942,0.955
181225,0.934,0.942,0.955
181226,0.934,0.942,0.955
181227,0.934,0.942,0.955
181228,0.934,0.942,0.955
181229,0.934,0.942,0.955
181230,0.934,0.942,0.955
181231,0.934,0.942,0.955
190101,0.942,0.948,0.96
190102,0.942,0.948,0.96
190103,0.942,0.948,0.96
190104,0.948,0.953,0.965
190105,0.942,0.948,0.96
190106,0.942,0.948,0.96
190107,0.942,0.948,0.96
190108,0.942,0.948,0.96
190109,0.942,0.948,0.96
190110,0.942,0.948,0.96
190111,0.942,0.948,0.96
190112,0.942,0.948,0.96
190113,0.942,0.948,0.96
190114,0.942,0.948,0.96
190115,0.935,0.941,0.955
190116,0.942,0.948,0.96
190117,0.942,0.948,0.96
190118,0.942,0.948,0.96
190119,0.942,0.948,0.96
190120,0.942,0.948,0.96
190121,0.942,0.948,0.96
190122,0.942,0.948,0.96
190123,0.942,0.948,0.96
190124,0.942,0.948,0.96
190125,0.942,0.948,0.96
190126,0.942,0.948,0.96
190127,0.942,0.948,0.96
190128,0.942,0.948,0.96
190129,0.942,0.948,0.96
190130,0.942,0.948,0.96
190131,0.942,0.948,0.96
190201,0.938,0.946,0.958
190202,0.938,0.946,0.958
190203,0.938,0.946,0.958
190204,0.938,0.946,0.958
190205,0.965,0.968,0.976
190206,0.938,0.946,0.958
190207,0.938,0.946,0.958
190208,0.958,0.962,0.971
190209,0.938,0.946,0.958
190210,0.938,0.946,0.958
190211,0.938,0.946,0.958
190212,0.926,0.934,0.949
190213,0.938,0.946,0.958
190214,0.938,0.946,0.958
190215,0.938,0.946,0.958
190216,0.938,0.946,0.958
190217,0.938,0.946,0.958
190218,0.938,0.946,0.958
190219,0.938,0.946,0.958
190220,0.938,0.946,0.958
190221,0.92,0.928,0.944
190222,0.938,0.946,0.958
190223,0.925,0.933,0.948
190224,0.938,0.946,0.958
190225,0.938,0.946,0.958
190226,0.938,0.946,0.958
190227,0.938,0.946,0.958
190228,0.938,0.946,0.958
190301,0.936,0.942,0.956
190302,0.929,0.936,0.951
190303,0.949,0.954,0.965
190304,0.936,0.942,0.956
190305,0.936,0.942,0.956
190306,0.936,0.942,0.956
190307,0.936,0.942,0.956
190308,0.936,0.942,0.956
190309,0.953,0.958,0.968
190310,0.936,0.942,0.956
190311,0.936,0.942,0.956
190312,0.936,0.942,0.956
190313,0.936,0.942,0.956
190314,0.936,0.942,0.956
190315,0.936,0.942,0.956
190316,0.936,0.942,0.956
190317,0.936,0.942,0.956
190318,0.951,0.956,0.967
190319,0.936,0.942,0.956
190320,0.892,0.903,0.924
190321,0.936,0.942,0.956
190322,0.936,0.942,0.956
190323,0.936,0.942,0.956
190324,0.936,0.942,0.956
190325,0.926,0.934,0.949
190326,0.936,0.942,0.956
190327,0.936,0.942,0.956
190328,0.936,0.942,0.956
190329,0.936,0.942,0.956
190330,0.936,0.942,0.956
190331,0.936,0.942,0.956
190401,0.929,0.937,0.951
190402,0.929,0.937,0.951
190403,0.929,0.937,0.951
190404,0.929,0.937,0.951
190405,0.929,0.937,0.951
190406,0.929,0.937,0.951
190407,0.929,0.937,0.951
190408,0.929,0.937,0.951
190409,0.929,0.937,0.951
190410,0.936,0.942,0.956
190411,0.929,0.937,0.951
190412,0.894,0.905,0.925
190413,0.929,0.937,0.951
190414,0.929,0.937,0.951
190415,0.929,0.937,0.951
190416,0.929,0.937,0.951
190417,0.929,0.937,0.951
190418,0.929,0.937,0.951
190419,0.942,0.948,0.96
190420,0.929,0.937,0.951
190421,0.929,0.937,0.951
190422,0.929,0.937,0.951
190423,0.929,0.937,0.951
190424,0.929,0.937,0.951
190425,0.929,0.937,0.951
190426,0.929,0.937,0.951
190427,0.929,0.937,0.951
190428,0.929,0.937,0.951
190429,0.929,0.937,0.951
190430,0.929,0.937,0.951
190501,0.937,0.944,0.957
190502,0.937,0.944,0.957
190503,0.937,0.944,0.957
190504,0.937,0.944,0.957
190505,0.952,0.957,0.967
190506,0.952,0.957,0.968
190507,0.92,0.928,0.944
190508,0.92,0.928,0.944
190509,0.937,0.944,0.957
190510,0.937,0.944,0.957
190511,0.937,0.944,0.957
190512,0.905,0.926,0.966
190513,0.937,0.944,0.957
190514,0.937,0.944,0.957
190515,0.97,0.973,0.98
190516,0.995,0.996,0.997
190517,0.898,0.908,0.928
190518,0.909,0.918,0.936
190519,0.937,0.944,0.957
190520,0.937,0.944,0.957
190521,0.937,0.944,0.957
190522,0.991,0.992,0.994
190523,0.937,0.944,0.957
190524,0.937,0.944,0.957
190525,0.937,0.944,0.957
190526,0.937,0.944,0.957
190527,0.937,0.944,0.957
190528,0.95,0.955,0.966
190529,0.937,0.944,0.957
190530,0.937,0.944,0.957
190531,0.926,0.935,0.95
190601,0.91,0.919,0.936
190602,0.91,0.919,0.936
190603,0.91,0.919,0.936
190604,0.91,0.919,0.936
190605,0.888,0.899,0.92
190606,0.897,0.908,0.927
190607,0.91,0.919,0.936
190608,0.929,0.937,0.951
190609,0.91,0.919,0.936
190610,0.91,0.919,0.936
190611,0.91,0.919,0.936
190612,0.91,0.919,0.936
190613,0.92,0.928,0.944
190614,0.91,0.919,0.936
190615,0.855,0.869,0.894
190616,0.968,0.971,0.978
190617,0.866,0.879,0.903
190618,0.882,0.894,0.915
190619,0.956,0.96,0.969
190620,0.906,0.915,0.934
190621,0.917,0.925,0.942
190622,0.903,0.912,0.931
190623,0.934,0.941,0.955
190624,0.901,0.911,0.93
190625,0.91,0.919,0.936
190626,0.91,0.919,0.936
190627,0.91,0.919,0.936
190628,0.91,0.919,0.936
190629,0.931,0.938,0.953
190630,0.91,0.919,0.936
190701,0.866,0.879,0.903
190702,0.887,0.899,0.922
190703,0.874,0.888,0.914
190704,0.887,0.899,0.922
190705,0.887,0.899,0.922
190706,0.887,0.899,0.922
190707,0.946,0.952,0.964
190708,0.844,0.863,0.902
190709,0.883,0.895,0.917
190710,0.872,0.885,0.908
190711,0.906,0.916,0.934
190712,0.887,0.899,0.922
190713,0.887,0.899,0.922
190714,0.855,0.869,0.895
190715,0.935,0.941,0.955
190716,0.887,0.899,0.922
190717,0.931,0.939,0.953
190718,0.95,0.955,0.966
190719,0.907,0.916,0.934
190720,0.903,0.913,0.932
190721,0.887,0.899,0.922
190722,0.896,0.906,0.927
190723,0.887,0.899,0.922
190724,0.913,0.927,0.943
190725,0.962,0.966,0.974
190726,0.85,0.864,0.891
190727,0.877,0.89,0.912
190728,0.851,0.868,0.893
190729,0.887,0.899,0.922
190730,0.887,0.899,0.922
190731,0.913,0.922,0.939
190801,0.961,0.965,0.974
190802,0.886,0.908,0.927
190803,0.958,0.963,0.971
190804,0.836,0.86,0.887
190805,0.801,0.833,0.889
190806,0.885,0.897,0.918
190807,0.886,0.908,0.927
190808,0.886,0.908,0.927
190809,0.886,0.908,0.927
190810,0.898,0.926,0.944
190811,0.841,0.879,0.902
190812,0.853,0.892,0.914
190813,0.87,0.905,0.925
190814,0.886,0.908,0.927
190815,0.842,0.884,0.907
190816,0.863,0.9,0.921
190817,0.886,0.908,0.927
190818,0.886,0.908,0.927
190819,0.886,0.908,0.927
190820,0.886,0.908,0.927
190821,0.889,0.919,0.938
190822,0.877,0.91,0.93
190823,0.886,0.917,0.936
190824,0.886,0.917,0.936
190825,0.886,0.908,0.927
190826,0.886,0.908,0.927
190827,0.886,0.908,0.927
190828,0.886,0.908,0.927
190829,0.872,0.907,0.927
190830,0.886,0.908,0.927
190831,0.886,0.908,0.927
190901,0.91,0.935,0.952
190902,0.923,0.942,0.957
190903,0.923,0.942,0.957
190904,0.963,0.967,0.975
190905,0.904,0.931,0.948
190906,0.918,0.941,0.957
190907,0.951,0.965,0.977
190908,0.923,0.942,0.957
190909,0.894,0.923,0.941
190910,0.939,0.945,0.958
190911,0.934,0.953,0.967
190912,0.933,0.952,0.967
190913,0.923,0.942,0.957
190914,0.935,0.954,0.968
190915,0.923,0.942,0.957
190916,0.923,0.942,0.957
190917,0.93,0.95,0.965
190918,0.923,0.942,0.957
190919,0.923,0.942,0.957
190920,0.923,0.942,0.957
190921,0.923,0.942,0.957
190922,0.923,0.942,0.957
190923,0.923,0.942,0.957
190924,0.908,0.933,0.951
190925,0.922,0.944,0.96
190926,0.942,0.958,0.972
190927,0.946,0.961,0.974
190928,0.923,0.942,0.957
190929,0.933,0.94,0.954
190930,0.923,0.942,0.957
191001,0.937,0.949,0.962
191002,0.937,0.949,0.962
191003,0.934,0.941,0.955
191004,0.937,0.949,0.962
191005,0.916,0.925,0.942
191006,0.937,0.949,0.962
191007,0.937,0.949,0.962
191008,0.892,0.903,0.924
191009,0.937,0.949,0.962
191010,0.937,0.949,0.962
191011,0.937,0.949,0.962
191012,0.937,0.949,0.962
191013,0.937,0.949,0.962
191014,0.937,0.949,0.962
191015,0.937,0.949,0.962
191016,0.937,0.949,0.962
191017,0.937,0.949,0.962
191018,0.937,0.949,0.962
191019,0.92,0.928,0.944
191020,0.937,0.949,0.962
191021,0.937,0.949,0.962
191022,0.943,0.949,0.96
191023,0.937,0.949,0.962
191024,0.937,0.949,0.962
191025,0.937,0.949,0.962
191026,0.961,0.965,0.973
191027,0.937,0.949,0.962
191028,0.924,0.932,0.948
191029,0.937,0.949,0.962
191030,0.937,0.949,0.962
191031,0.937,0.949,0.962
191101,0.936,0.945,0.958
191102,0.936,0.945,0.958
191103,0.936,0.945,0.958
191104,0.934,0.941,0.955
191105,0.936,0.945,0.958
191106,0.936,0.945,0.958
191107,0.975,0.978,0.983
191108,0.936,0.945,0.958
191109,0.936,0.945,0.958
191110,0.936,0.945,0.958
191111,0.936,0.945,0.958
191112,0.936,0.945,0.958
191113,0.936,0.945,0.958
191114,0.936,0.945,0.958
191115,0.936,0.945,0.958
191116,0.936,0.945,0.958
191117,0.936,0.945,0.958
191118,0.936,0.945,0.958
191119,0.936,0.945,0.958
191120,0.936,0.945,0.958
191121,0.936,0.945,0.958
191122,0.936,0.945,0.958
191123,0.936,0.945,0.958
191124,0.936,0.945,0.958
191125,0.936,0.945,0.958
191126,0.936,0.945,0.958
191127,0.936,0.945,0.958
191128,0.936,0.945,0.958
191129,0.936,0.945,0.958
191130,0.936,0.945,0.958
