Dates,354nm,388nm,500nm
2020-01-31,,,
2020-02-01,0.341,0.294,0.185
2020-02-02,,,
2020-02-03,,,
2020-02-04,,,
2020-02-05,0.361,0.333,0.264
2020-02-06,0.297,0.271,0.21
2020-02-07,0.187,0.167,0.119
2020-02-08,0.265,0.239,0.176
2020-02-09,0.353,0.305,0.191
2020-02-10,,,
2020-02-11,,,
2020-02-12,0.281,0.266,0.228
2020-02-13,0.229,0.198,0.127
2020-02-14,0.221,0.196,0.138
2020-02-15,0.381,0.332,0.22
2020-02-16,0.269,0.232,0.146
2020-02-17,0.337,0.299,0.209
2020-02-18,,,
2020-02-19,0.213,0.185,0.119
2020-02-20,,,
2020-02-21,0.251,0.216,0.135
2020-02-22,0.505,0.44,0.287
2020-02-23,0.348,0.3,0.188
2020-02-24,0.276,0.24,0.156
2020-02-25,,,
2020-02-26,0.141,0.124,0.081
2020-02-27,,,
2020-02-28,0.139,0.122,0.081
2020-03-01,0.561,0.496,0.344
2020-03-02,0.236,0.207,0.137
2020-03-03,0.508,0.445,0.297
2020-03-04,,,
2020-03-05,0.285,0.251,0.17
2020-03-06,,,
2020-03-07,0.345,0.298,0.188
2020-03-08,,,
2020-03-09,,,
2020-03-10,,,
2020-03-11,,,
2020-03-12,0.435,0.377,0.241
2020-03-13,,,
2020-03-14,0.392,0.338,0.212
2020-03-15,,,
2020-03-16,,,
2020-03-17,,,
2020-03-18,,,
2020-03-19,0.685,0.593,0.378
2020-03-20,0.326,0.28,0.175
2020-03-21,0.3,0.261,0.169
2020-03-22,,,
2020-03-23,0.302,0.262,0.169
2020-03-24,,,
2020-03-25,0.158,0.14,0.1
2020-03-26,0.43,0.402,0.334
2020-03-27,0.231,0.204,0.14
2020-03-28,0.615,0.534,0.345
2020-03-29,,,
2020-03-30,,,
2020-03-31,,,
2020-04-01,0.259,0.223,0.14
2020-04-02,,,
2020-04-03,0.185,0.159,0.099
2020-04-04,0.615,0.535,0.347
2020-04-05,,,
2020-04-06,0.481,0.414,0.26
2020-04-07,,,
2020-04-08,0.233,0.202,0.13
2020-04-09,,,
2020-04-10,,,
2020-04-11,,,
2020-04-12,0.953,0.837,0.546
2020-04-13,0.329,0.302,0.237
2020-04-14,0.384,0.333,0.212
2020-04-15,0.241,0.223,0.181
2020-04-16,,,
2020-04-17,,,
2020-04-18,,,
2020-04-19,,,
2020-04-20,0.771,0.665,0.418
2020-04-21,0.33,0.29,0.197
2020-04-22,0.578,0.499,0.313
2020-04-23,,,
2020-04-24,0.311,0.269,0.172
2020-04-25,,,
2020-04-26,0.618,0.534,0.336
2020-04-27,0.923,0.809,0.54
2020-04-28,0.438,0.378,0.237
2020-04-29,0.525,0.457,0.295
2020-04-30,,,
2020-05-01,0.298,0.257,0.161
2020-05-02,,,
2020-05-03,0.208,0.18,0.113
2020-05-04,,,
2020-05-05,0.333,0.287,0.18
2020-05-06,0.702,0.611,0.398
2020-05-07,,,
2020-05-08,0.371,0.325,0.216
2020-05-09,,,
2020-05-10,0.276,0.261,0.224
2020-05-11,,,
2020-05-12,,,
2020-05-13,0.611,0.547,0.396
2020-05-14,0.255,0.241,0.207
2020-05-15,0.414,0.361,0.237
2020-05-16,,,
2020-05-17,0.286,0.249,0.164
2020-05-18,,,
2020-05-19,0.198,0.173,0.114
2020-05-20,0.913,0.846,0.687
2020-05-21,0.564,0.49,0.318
2020-05-22,0.727,0.629,0.4
2020-05-23,0.662,0.57,0.358
2020-05-24,0.443,0.382,0.24
2020-05-25,,,
2020-05-26,0.104,0.092,0.064
2020-05-27,,,
2020-05-28,0.289,0.25,0.157
2020-05-29,0.671,0.591,0.403
2020-05-30,,,
2020-05-31,,,
2020-06-01,,,
2020-06-02,,,
2020-06-03,,,
2020-06-04,0.185,0.159,0.099
2020-06-05,0.697,0.637,0.496
2020-06-06,0.477,0.414,0.267
2020-06-07,0.53,0.463,0.306
2020-06-08,0.411,0.366,0.259
2020-06-09,0.257,0.227,0.157
2020-06-10,,,
2020-06-11,0.419,0.361,0.227
2020-06-12,,,
2020-06-13,0.269,0.235,0.156
2020-06-14,0.603,0.558,0.45
2020-06-15,0.223,0.197,0.136
2020-06-16,0.414,0.363,0.245
2020-06-17,0.564,0.486,0.304
2020-06-18,0.523,0.451,0.282
2020-06-19,,,
2020-06-20,,,
2020-06-21,0.714,0.674,0.579
2020-06-22,0.296,0.255,0.16
2020-06-23,0.493,0.428,0.276
2020-06-24,,,
2020-06-25,0.614,0.529,0.33
2020-06-26,,,
2020-06-27,,,
2020-06-28,,,
2020-06-29,0.37,0.319,0.2
2020-06-30,0.787,0.678,0.424
2020-07-01,0.33,0.284,0.177
2020-07-02,0.733,0.636,0.41
2020-07-03,0.569,0.491,0.309
2020-07-04,0.443,0.384,0.245
2020-07-05,,,
2020-07-06,0.152,0.132,0.086
2020-07-07,1.029,0.931,0.7
2020-07-08,,,
2020-07-09,0.93,0.812,0.537
2020-07-10,0.465,0.4,0.251
2020-07-11,0.388,0.341,0.229
2020-07-12,,,
2020-07-13,0.292,0.257,0.173
2020-07-14,,,
2020-07-15,0.226,0.198,0.134
2020-07-16,0.82,0.732,0.528
2020-07-17,0.647,0.558,0.351
2020-07-18,0.885,0.764,0.482
2020-07-19,,,
2020-07-20,0.677,0.585,0.369
2020-07-21,,,
2020-07-22,0.39,0.336,0.211
2020-07-23,1.244,1.072,0.672
2020-07-24,,,
2020-07-25,0.843,0.727,0.456
2020-07-26,,,
2020-07-27,,,
2020-07-28,,,
2020-07-29,,,
2020-07-30,,,
2020-07-31,,,
2020-08-01,1.044,0.9,0.565
2020-08-02,,,
2020-08-03,0.641,0.554,0.351
2020-08-04,0.493,0.425,0.267
2020-08-05,0.286,0.25,0.167
2020-08-06,,,
2020-08-07,,,
2020-08-08,1.151,1.087,0.933
2020-08-09,,,
2020-08-10,0.592,0.526,0.372
2020-08-11,0.316,0.284,0.207
2020-08-12,0.387,0.342,0.235
2020-08-13,,,
2020-08-14,0.188,0.164,0.108
2020-08-15,,,
2020-08-16,0.258,0.227,0.153
2020-08-17,0.738,0.651,0.446
2020-08-18,0.285,0.245,0.154
2020-08-19,,,
2020-08-20,,,
2020-08-21,0.348,0.3,0.187
2020-08-22,,,
2020-08-23,0.368,0.317,0.198
2020-08-24,0.55,0.503,0.392
2020-08-25,,,
2020-08-26,,,
2020-08-27,0.345,0.297,0.186
2020-08-28,0.512,0.442,0.278
2020-08-29,,,
2020-08-30,0.368,0.317,0.199
2020-08-31,,,
2020-09-01,,,
2020-09-02,0.752,0.676,0.497
2020-09-03,0.327,0.282,0.176
2020-09-04,0.477,0.416,0.274
2020-09-05,,,
2020-09-06,,,
2020-09-07,,,
2020-09-08,,,
2020-09-09,,,
2020-09-10,,,
2020-09-11,,,
2020-09-12,,,
2020-09-13,,,
2020-09-14,,,
2020-09-15,,,
2020-09-16,,,
2020-09-17,,,
2020-09-18,,,
2020-09-19,,,
2020-09-20,0.43,0.37,0.231
2020-09-21,0.636,0.553,0.353
2020-09-22,0.435,0.376,0.237
2020-09-23,,,
2020-09-24,0.342,0.296,0.189
2020-09-25,0.672,0.627,0.519
2020-09-26,,,
2020-09-27,0.485,0.429,0.298
2020-09-28,0.37,0.325,0.218
2020-09-29,0.466,0.402,0.253
2020-09-30,,,
2020-10-01,0.093,0.087,0.073
2020-10-02,,,
2020-10-03,0.241,0.224,0.182
2020-10-04,0.405,0.368,0.282
2020-10-05,0.389,0.348,0.251
2020-10-06,0.338,0.294,0.191
2020-10-07,0.338,0.292,0.185
2020-10-08,0.219,0.189,0.119
2020-10-09,,,
2020-10-10,0.176,0.152,0.095
2020-10-11,0.344,0.321,0.268
2020-10-12,0.304,0.265,0.174
2020-10-13,0.346,0.305,0.208
2020-10-14,0.574,0.495,0.31
2020-10-15,0.406,0.35,0.22
2020-10-16,,,
2020-10-17,0.224,0.193,0.121
2020-10-18,,,
2020-10-19,0.181,0.159,0.107
2020-10-20,0.39,0.352,0.262
2020-10-21,0.385,0.343,0.244
2020-10-22,0.399,0.345,0.218
2020-10-23,0.419,0.362,0.228
2020-10-24,0.208,0.18,0.117
2020-10-25,,,
2020-10-26,0.102,0.088,0.056
2020-10-27,0.369,0.345,0.286
2020-10-28,0.308,0.266,0.167
2020-10-29,0.201,0.179,0.127
2020-10-30,0.283,0.259,0.203
2020-10-31,0.084,0.076,0.058
2020-11-01,,,
2020-11-02,0.08,0.071,0.051
2020-11-03,,,
2020-11-04,0.136,0.118,0.077
2020-11-05,0.376,0.355,0.302
2020-11-06,0.227,0.207,0.158
2020-11-07,0.267,0.237,0.165
2020-11-08,0.359,0.332,0.267
2020-11-09,0.155,0.136,0.092
2020-11-10,,,
2020-11-11,0.12,0.106,0.071
2020-11-12,0.671,0.633,0.54
2020-11-13,0.237,0.206,0.134
2020-11-14,0.31,0.269,0.173
2020-11-15,0.344,0.302,0.202
2020-11-16,0.3,0.259,0.163
2020-11-17,,,
2020-11-18,0.175,0.151,0.095
2020-11-19,,,
2020-11-20,0.231,0.204,0.142
2020-11-21,0.504,0.47,0.388
2020-11-22,0.296,0.28,0.24
2020-11-23,0.211,0.185,0.125
2020-11-24,0.316,0.274,0.173
2020-11-25,0.063,0.056,0.039
2020-11-26,,,
2020-11-27,,,
2020-11-28,2.039,1.921,1.636
2020-11-29,0.263,0.232,0.158
2020-11-30,0.295,0.256,0.167
2020-12-01,0.452,0.417,0.336
2020-12-02,0.176,0.156,0.108
2020-12-03,,,
2020-12-04,0.089,0.077,0.05
2020-12-05,,,
2020-12-06,0.189,0.164,0.104
2020-12-07,0.216,0.197,0.153
2020-12-08,0.348,0.324,0.266
2020-12-09,0.297,0.256,0.161
2020-12-10,0.295,0.26,0.179
2020-12-11,0.248,0.214,0.135
2020-12-12,,,
2020-12-13,0.241,0.208,0.131
2020-12-14,0.704,0.663,0.564
2020-12-15,0.256,0.223,0.146
2020-12-16,0.278,0.256,0.204
2020-12-17,0.09,0.078,0.05
2020-12-18,0.144,0.128,0.091
2020-12-19,,,
2020-12-20,0.087,0.076,0.05
2020-12-21,,,
2020-12-22,0.212,0.183,0.115
2020-12-23,0.529,0.48,0.363
2020-12-24,0.186,0.162,0.107
2020-12-25,0.248,0.216,0.142
2020-12-26,,,
2020-12-27,0.135,0.118,0.078
2020-12-28,,,
2020-12-29,0.084,0.074,0.049
2020-12-30,0.971,0.917,0.787
2020-12-31,0.279,0.245,0.164
