Dates,Hours,CENTRO,NORESTE,NORESTE2,NOROESTE,NOROESTE2,NORTE,NORTE2,SUR,SURESTE,SURESTE2,SURESTE3,SUROESTE,SUROESTE2
2016-03-19,18,,,24,17,,,,,14,,,29,24
2016-03-19,19,,,21,20,,,,,17,,,25,21
2016-03-19,20,,,26,16,,,,,17,,,20,18
2016-03-19,21,,,20,19,,,,,15,,,13,26
2016-03-19,22,,,14,18,,,,,15,,,23,24
2016-03-19,23,,,15,12,,,,,8,,,,
2016-03-20,0,,,15,11,,,,,7,,,,9
2016-03-20,1,,,16,5,,,,,7,,,,
2016-03-20,2,,,15,,,,,,8,,,15,7
2016-03-20,3,,,18,6,,,,,,,,,6
2016-03-20,4,,,10,8,,,,,,,,,
2016-03-20,5,,,9,5,,,,,,,,13,
2016-03-20,6,,,8,8,,,,,8,,,17,7
2016-03-20,7,,,,,,,,,,,,,5
2016-03-20,8,,,8,,,,,,5,,,,
2016-03-20,9,,,,,,,,,,,,6,
2016-03-20,10,,,,5,,,,,,,,14,
2016-03-20,11,,,8,,,,,,7,,,,5
2016-03-20,12,,,,,,,,,,,,,9
2016-03-20,13,,,,,,,,,,,,18,8
2016-03-20,14,,,,9,,,,,,,,20,9
2016-03-20,15,,,8,15,,,,,5,,,7,9
2016-03-20,16,,,14,11,,,,,,,,6,8
2016-03-20,17,,,19,7,,,,,,,,23,10
2016-03-20,18,,,9,10,,,,,7,,,15,10
2016-03-20,19,,,12,5,,,,,7,,,16,
2016-03-20,20,,,13,13,,,,,5,,,6,8
2016-03-20,21,,,26,11,,,,,10,,,,6
2016-03-20,22,,,17,6,,,,,,,,12,8
2016-03-20,23,,,7,8,,,,,,,,8,5
2016-03-21,0,,,11,7,,,,,14,,,14,
2016-03-21,1,,,9,,,,,,8,,,,10
2016-03-21,2,,,5,10,,,,,7,,,,10
2016-03-21,3,,,13,12,,,,,6,,,28,8
2016-03-21,4,,,16,10,,,,,,,,27,8
2016-03-21,5,,,23,6,,,,,12,,,9,6
2016-03-21,6,,,39,21,,,,,13,,,,17
2016-03-21,7,,,9,18,,,,,13,,,,18
2016-03-21,8,,,,,,,,,,,,8,7
2016-03-21,9,,,6,18,,,,,18,,,21,6
2016-03-21,10,,,12,16,,,,,,,,28,12
2016-03-21,11,,,20,,,,,,9,,,33,
2016-03-21,12,,,7,11,,,,,9,,,26,
2016-03-21,13,,,10,8,,,,,6,,,13,15
2016-03-21,14,,,15,8,,,,,11,,,30,
2016-03-21,15,,,10,11,,,,,10,,,34,8
2016-03-21,16,,,10,8,,,,,10,,,15,12
2016-03-21,17,,,13,14,,,,,11,,,18,10
2016-03-21,18,,,21,15,,,,,37,,,7,17
2016-03-21,19,,,23,10,,,,,16,,,5,17
2016-03-21,20,,,17,10,,,,,7,,,,13
2016-03-21,21,,,14,13,,,,,18,,,6,11
2016-03-21,22,,,12,10,,,,,8,,,7,10
2016-03-21,23,,,10,5,,,,,6,,,20,12
2016-03-22,0,,,13,6,,,,,5,,,,12
2016-03-22,1,,,9,,,,,,6,,,,6
2016-03-22,2,,,10,15,,,,,,,,25,
2016-03-22,3,,,9,6,,,,,7,,,12,15
2016-03-22,4,,,6,16,,,,,,,,17,13
2016-03-22,5,,,14,18,,,,,5,,,23,13
2016-03-22,6,,,17,34,,,,,5,,,26,15
2016-03-22,7,,,24,18,,,,,11,,,8,15
2016-03-22,8,,,,9,,,,,,,,,16
2016-03-22,9,,,,23,,,,,26,,,17,12
2016-03-22,10,,,12,25,,,,,50,,,30,23
2016-03-22,11,,,12,29,,,,,46,,,47,36
2016-03-22,12,,,22,30,,,,,53,,,58,35
2016-03-22,13,,,29,33,,,,,19,,,49,45
2016-03-22,14,,,20,16,,,,,21,,,23,30
2016-03-22,15,,,23,17,,,,,21,,,13,11
2016-03-22,16,,,17,17,,,,,19,,,25,11
2016-03-22,17,,,25,12,,,,,15,,,19,6
2016-03-22,18,,,27,19,,,,,20,,,11,15
2016-03-22,19,,,26,14,,,,,9,,,,14
2016-03-22,20,,,21,10,,,,,8,,,21,7
2016-03-22,21,,,16,14,,,,,13,,,8,8
2016-03-22,22,,,38,24,,,,,15,,,14,16
2016-03-22,23,,,34,12,,,,,12,,,9,11
2016-03-23,0,,,19,27,,,,,17,,,20,13
2016-03-23,1,,,24,22,,,,,9,,,39,50
2016-03-23,2,,,22,23,,,,,13,,,26,39
2016-03-23,3,,,26,20,,,,,13,,,31,29
2016-03-23,4,,,8,24,,,,,19,,,19,20
2016-03-23,5,,,27,25,,,,,32,,,24,19
2016-03-23,6,,,21,22,,,,,20,,,78,33
2016-03-23,7,,,21,20,,,,,24,,,16,51
2016-03-23,8,,,,,,,,,,,,,
2016-03-23,9,,,,,,,,,24,,,22,
2016-03-23,10,,,,6,,,,,47,,,19,6
2016-03-23,11,,,9,10,,,,,36,,,6,
2016-03-23,12,,,20,,,,,,27,,,7,
2016-03-23,13,,,18,,,,,,14,,,,5
2016-03-23,14,,,12,6,,,,,18,,,5,8
2016-03-23,15,,,15,11,,,,,15,,,,6
2016-03-23,16,,,7,12,,,,,18,,,,16
2016-03-23,17,,,17,7,,,,,16,,,30,11
2016-03-23,18,,,34,24,,,,,27,,,43,17
2016-03-23,19,,,52,24,,,,,11,,,20,21
2016-03-23,20,,,41,25,,,,,10,,,9,16
2016-03-23,21,,,28,26,,,,,19,,,28,20
2016-03-23,22,,,33,20,,,,,22,,,40,21
2016-03-23,23,,,64,30,,,,,19,,,5,20
2016-03-24,0,,,40,31,,,,,13,,,9,19
2016-03-24,1,,,41,23,,,,,26,,,16,19
2016-03-24,2,,,49,19,,,,,11,,,37,17
2016-03-24,3,,,39,19,,,,,13,,,7,6
2016-03-24,4,,,16,,,,,,10,,,21,26
2016-03-24,5,,,,26,,,,,25,,,24,28
2016-03-24,6,,,19,18,,,,,9,,,10,21
2016-03-24,7,,,23,7,,,,,,,,14,12
2016-03-24,8,,,5,,,,,,,,,14,
2016-03-24,9,,,7,,,,,,,,,,5
2016-03-24,10,,,11,10,,,,,9,,,52,8
2016-03-24,11,,,24,6,,,,,14,,,56,9
2016-03-24,12,,,18,7,,,,,10,,,21,9
2016-03-24,13,,,18,12,,,,,17,,,31,7
2016-03-24,14,,,16,7,,,,,11,,,13,13
2016-03-24,15,,,13,10,,,,,12,,,20,6
2016-03-24,16,,,16,8,,,,,9,,,16,8
2016-03-24,17,,,14,16,,,,,15,,,18,15
2016-03-24,18,,,23,14,,,,,24,,,,17
2016-03-24,19,,,25,10,,,,,6,,,,17
2016-03-24,20,,,6,,,,,,,,,10,10
2016-03-24,21,,,11,6,,,,,,,,18,
2016-03-24,22,,,,10,,,,,,,,17,6
2016-03-24,23,,,10,6,,,,,,,,15,6
2016-03-25,0,,,7,7,,,,,,,,7,5
2016-03-25,1,,,14,,,,,,,,,8,13
2016-03-25,2,,,19,9,,,,,,,,7,
2016-03-25,3,,,17,11,,,,,8,,,,
2016-03-25,4,,,11,6,,,,,5,,,7,10
2016-03-25,5,,,13,10,,,,,7,,,,7
2016-03-25,6,,,12,11,,,,,5,,,11,7
2016-03-25,7,,,10,,,,,,,,,6,
2016-03-25,8,,,,,,,,,,,,,
2016-03-25,9,,,,6,,,,,,,,,
2016-03-25,10,,,8,12,,,,,,,,6,
2016-03-25,11,,,13,,,,,,7,,,,
2016-03-25,12,,,16,15,,,,,5,,,,
2016-03-25,13,,,11,6,,,,,6,,,7,10
2016-03-25,14,,,14,10,,,,,,,,8,
2016-03-25,15,,,15,16,,,,,9,,,10,11
2016-03-25,16,,,11,7,,,,,15,,,23,10
2016-03-25,17,,,19,21,,,,,8,,,8,8
2016-03-25,18,,,19,15,,,,,13,,,9,21
2016-03-25,19,,,18,5,,,,,6,,,16,5
2016-03-25,20,,,19,7,,,,,7,,,24,7
2016-03-25,21,,,16,12,,,,,9,,,18,9
2016-03-25,22,,,21,9,,,,,10,,,12,7
2016-03-25,23,,,5,13,,,,,6,,,11,10
2016-03-26,0,,,,7,,,,,8,,,5,8
2016-03-26,1,,,20,12,,,,,5,,,8,10
2016-03-26,2,,,8,6,,,,,13,,,11,9
2016-03-26,3,,,16,13,,,,,,,,16,11
2016-03-26,4,,,9,18,,,,,9,,,17,12
2016-03-26,5,,,5,12,,,,,9,,,24,13
2016-03-26,6,,,14,16,,,,,8,,,14,10
2016-03-26,7,,,15,17,,,,,8,,,,13
2016-03-26,8,,,,6,,,,,5,,,,
2016-03-26,9,,,,20,,,,,10,,,43,5
2016-03-26,10,,,,13,,,,,16,,,31,38
2016-03-26,11,,,,20,,,,,12,,,38,25
2016-03-26,12,,,16,21,,,,,13,,,19,27
2016-03-26,13,,,26,20,,,,,18,,,40,24
2016-03-26,14,,,28,11,,,,,17,,,36,16
2016-03-26,15,,,38,19,,,,,25,,,,22
2016-03-26,16,,,32,36,,,,,22,,,,5
2016-03-26,17,,,38,21,,,,,29,,,,25
2016-03-26,18,,,19,21,,,,,24,,,,24
2016-03-26,19,,,29,49,,,,,18,,,,31
2016-03-26,20,,,24,34,,,,,18,,,,35
2016-03-26,21,,,22,23,,,,,,,,,22
2016-03-26,22,,,25,23,,,,,19,,,,24
2016-03-26,23,,,21,,,,,,24,,,,32
2016-03-27,0,,,28,35,,,,,27,,,,23
2016-03-27,1,,,36,35,,,,,16,,,,21
2016-03-27,2,,,25,40,,,,,24,,,,31
2016-03-27,3,,,33,31,,,,,13,,,,28
2016-03-27,4,,,28,34,,,,,22,,,,25
2016-03-27,5,,,30,33,,,,,17,,,,22
2016-03-27,6,,,35,35,,,,,14,,,,19
2016-03-27,7,,,28,40,,,,,13,,,,21
2016-03-27,8,,,,21,,,,,,,,,
2016-03-27,9,,,16,29,,,,,16,,,,17
2016-03-27,10,,,26,31,,,,,41,,,,31
2016-03-27,11,,,21,38,,,,,28,,,,37
2016-03-27,12,,,23,18,,,,,16,,,,31
2016-03-27,13,,,18,26,,,,,11,,,,25
2016-03-27,14,,,23,6,,,,,11,,,,20
2016-03-27,15,,,23,16,,,,,25,,,,20
2016-03-27,16,,,28,24,,,,,34,,,,19
2016-03-27,17,,,32,19,,,,,18,,,,22
2016-03-27,18,,,38,24,,,,,13,,,,25
2016-03-27,19,,,29,15,,,,,8,,,,26
2016-03-27,20,,,17,15,,,,,20,,,,20
2016-03-27,21,,,21,10,,,,,10,,,,19
2016-03-27,22,,,18,19,,,,,11,,,,10
2016-03-27,23,,,16,9,,,,,9,,,,12
2016-03-28,0,,,8,9,,,,,14,,,,6
2016-03-28,1,,,,11,,,,,11,,,,14
2016-03-28,2,,,14,18,,,,,8,,,,25
2016-03-28,3,,,19,11,,,,,8,,,,9
2016-03-28,4,,,59,12,,,,,23,,,,10
2016-03-28,5,,,,32,,,,,19,,,,21
2016-03-28,6,,,20,15,,,,,15,,,,22
2016-03-28,7,,,8,22,,,,,19,,,,19
2016-03-28,8,,,11,8,,,,,12,,,,30
2016-03-28,9,,,35,,,,,,14,,,,30
2016-03-28,10,,,96,14,,,,,10,,,,20
2016-03-28,11,,,57,16,,,,,10,,,,19
2016-03-28,12,,,35,11,,,,,,,,,23
2016-03-28,13,,,19,5,,,,,6,,,,15
2016-03-28,14,,,33,,,,,,,,,,25
2016-03-28,15,,,,8,,,,,5,,,,25
2016-03-28,16,,,38,13,,,,,,,,,10
2016-03-28,17,,,51,24,,,,,5,,,,8
2016-03-28,18,,,,26,,,,,10,,,,
2016-03-28,19,,,38,26,,,,,,,,,5
2016-03-28,20,,,45,14,,,,,12,,,,
2016-03-28,21,,,29,,,,,,9,,,,5
2016-03-28,22,,,,11,,,,,10,,,,
2016-03-28,23,,,,13,,,,,,,,,6
2016-03-29,0,,,40,18,,,,,8,,,,19
2016-03-29,1,,,,12,,,,,17,,,,30
2016-03-29,2,,,33,21,,,,,16,,,,23
2016-03-29,3,,,,39,,,,,11,,,,39
2016-03-29,4,,,31,29,,,,,7,,,,33
2016-03-29,5,,,20,31,,,,,6,,,,31
2016-03-29,6,,,20,30,,,,,,,,,33
2016-03-29,7,,,,29,,,,,,,,,42
2016-03-29,8,,,,11,,,,,,,,,9
2016-03-29,9,,,46,18,,,,,6,,,,
2016-03-29,10,,,,17,,,,,7,,,,
2016-03-29,11,,,,22,,,,,,,,,21
2016-03-29,12,,,7,22,,,,,,,,,43
2016-03-29,13,,,39,29,,,,,14,,,,33
2016-03-29,14,,,26,20,,,,,22,,,,19
2016-03-29,15,,,29,31,,,,,16,,,,19
2016-03-29,16,,,43,19,,,,,19,,,,11
2016-03-29,17,,,,15,,,,,15,,,,13
2016-03-29,18,,,37,18,,,,,8,,,,10
2016-03-29,19,,,42,25,,,,,16,,,,17
2016-03-29,20,,,40,21,,,,,20,,,,27
2016-03-29,21,,,119,55,,,,,,,,,32
2016-03-29,22,,,86,54,,,,,,,,,
2016-03-29,23,,,,29,,,,,,,,,
2016-03-30,0,,,,28,,,,,39,,,,
2016-03-30,1,,,80,39,,,,,31,,,,34
2016-03-30,2,,,133,33,,,,,31,,,,58
2016-03-30,3,,,102,35,,,,,30,,,,21
2016-03-30,4,,,77,39,,,,,39,,,,
2016-03-30,5,,,57,34,,,,,26,,,,
2016-03-30,6,,,42,20,,,,,25,,,,8
2016-03-30,7,,,26,31,,,,,22,,,,29
2016-03-30,8,,,11,28,,,,,47,,,,12
2016-03-30,9,,,,18,,,,,13,,,,40
2016-03-30,10,,,,23,,,,,25,,,,
2016-03-30,11,,,,16,,,,,54,,,,21
2016-03-30,12,,,,26,,,,,54,,,,11
2016-03-30,13,,,41,46,,,,,50,,,,55
2016-03-30,14,,,59,55,,,,,34,,,,54
2016-03-30,15,,,62,20,,,,,21,,,,55
2016-03-30,16,,,54,29,,,,,33,,,,20
2016-03-30,17,,,,35,,,,,28,,,,31
2016-03-30,18,,,41,35,,,,,22,,,,37
2016-03-30,19,,,56,84,,,,,31,,,,26
2016-03-30,20,,,51,123,,,,,22,,,,33
2016-03-30,21,,,56,74,,,,,29,,,,38
2016-03-30,22,,,52,61,,,,,37,,,,33
2016-03-30,23,,,56,68,,,,,36,,,,32
2016-03-31,0,,,53,63,,,,,25,,,,18
2016-03-31,1,,,63,42,,,,,14,,,,56
2016-03-31,2,,,56,35,,,,,20,,,,44
2016-03-31,3,,,32,10,,,,,29,,,,27
2016-03-31,4,,,47,5,,,,,39,,,,7
2016-03-31,5,,,30,,,,,,37,,,,
2016-03-31,6,,,,10,,,,,29,,,,13
2016-03-31,7,,,,,,,,,22,,,,5
2016-03-31,8,,,,,,,,,,,,,
2016-03-31,9,,,,8,,,,,6,,,,
2016-03-31,10,,,12,11,,,,,12,,,,6
2016-03-31,11,,,8,16,,,,,12,,,,17
2016-03-31,12,,,8,18,,,,,22,,,,6
2016-03-31,13,,,36,7,,,,,10,,,,10
2016-03-31,14,,,32,19,,,,,14,,,,14
2016-03-31,15,,,30,17,,,,,9,,,,12
2016-03-31,16,,,26,11,,,,,10,,,,13
2016-03-31,17,,,31,18,,,,,11,,,,15
2016-03-31,18,,,24,23,,,,,21,,,,16
2016-03-31,19,,,34,19,,,,,18,,,,19
2016-03-31,20,,,37,17,,,,,15,,,,15
2016-03-31,21,,,42,23,,,,,19,,,,17
2016-03-31,22,,,37,22,,,,,22,,,,24
2016-03-31,23,,,38,28,,,,,28,,,,20
2016-04-01,0,,,44,34,,,,,26,,,8,27
2016-04-01,1,,,43,39,,,,,22,,,,24
2016-04-01,2,,,52,12,,,,,25,,,,8
2016-04-01,3,,,65,7,,,,,27,,,,21
2016-04-01,4,,,64,6,,,,,16,,,,5
2016-04-01,5,,,67,,,,,,10,,,,
2016-04-01,6,,,82,6,,,,,12,,,,
2016-04-01,7,,,68,,,,,,26,,,,
2016-04-01,8,,,,,,,,,,,,,
2016-04-01,9,,,16,9,,,,,5,,,,9
2016-04-01,10,,,65,7,,,,,37,,,,
2016-04-01,11,,,27,24,,,,,39,,,,28
2016-04-01,12,,,24,23,,,,,23,,,,28
2016-04-01,13,,,17,16,,,,,8,,,5,18
2016-04-01,14,,,19,6,,,,,28,,,,10
2016-04-01,15,,,23,11,,,,,14,,,,12
2016-04-01,16,,,25,14,,,,,8,,,,14
2016-04-01,17,,,43,14,,,,,11,,,,13
2016-04-01,18,,,24,17,,,,,10,,,,17
2016-04-01,19,,,15,10,,,,,11,,,,7
2016-04-01,20,,,13,7,,,,,,,,7,9
2016-04-01,21,,,12,14,,,,,,,,,7
2016-04-01,22,,,16,30,,,,,10,,,5,13
2016-04-01,23,,,12,52,,,,,14,,,,9
2016-04-02,0,,,10,5,,,,,,,,7,10
2016-04-02,1,,,6,7,,,,,,,,18,6
2016-04-02,2,,,6,,,,,,6,,,6,7
2016-04-02,3,,,,7,,,,,8,,,8,7
2016-04-02,4,,,5,5,,,,,5,,,8,
2016-04-02,5,,,6,9,,,,,,,,9,
2016-04-02,6,,,5,,,,,,12,,,,14
2016-04-02,7,,,,,,,,,9,,,,8
2016-04-02,8,,,,,,,,,,,,10,
2016-04-02,9,,,5,15,,,,,,,,15,
2016-04-02,10,,,,6,,,,,,,,9,
2016-04-02,11,,,12,6,,,,,13,,,11,5
2016-04-02,12,,,8,11,,,,,9,,,5,7
2016-04-02,13,,,6,33,,,,,12,,,,12
2016-04-02,14,,,31,10,,,,,13,,,9,14
2016-04-02,15,,,39,13,,,,,17,,,17,13
2016-04-02,16,,,20,12,,,,,8,,,15,16
2016-04-02,17,,,29,21,,,,,15,,,21,22
2016-04-02,18,,,32,27,,,,,10,,,21,9
2016-04-02,19,,,39,11,,,,,,,,9,16
2016-04-02,20,,,26,7,,,,,7,,,,5
2016-04-02,21,,,18,14,,,,,24,,,,14
2016-04-02,22,,,18,18,,,,,25,,,7,9
2016-04-02,23,,,16,29,,,,,24,,,15,7
2016-04-03,0,,,12,24,,,,,22,,,11,10
2016-04-03,1,,,21,32,,,,,18,,,5,10
2016-04-03,2,,,14,25,,,,,,,,13,7
2016-04-03,3,,,14,21,,,,,25,,,8,10
2016-04-03,4,,,15,20,,,,,18,,,26,27
2016-04-03,5,,,18,20,,,,,23,,,27,29
2016-04-03,6,,,16,,,,,,13,,,15,18
2016-04-03,7,,,10,11,,,,,14,,,23,14
2016-04-03,8,,,,11,,,,,,,,,
2016-04-03,9,,,,13,,,,,,,,16,8
2016-04-03,10,,,19,16,,,,,17,,,18,14
2016-04-03,11,,,6,12,,,,,10,,,13,12
2016-04-03,12,,,8,6,,,,,6,,,15,
2016-04-03,13,,,12,9,,,,,9,,,,6
2016-04-03,14,,,15,,,,,,7,,,17,8
2016-04-03,15,,,8,12,,,,,6,,,11,
2016-04-03,16,,,13,12,,,,,7,,,11,10
2016-04-03,17,,,17,11,,,,,9,,,14,11
2016-04-03,18,,,,20,,,,,10,,,9,14
2016-04-03,19,,,,12,,,,,13,,,17,11
2016-04-03,20,,,,6,,,,,12,,,,5
2016-04-03,21,,,12,7,,,,,,,,12,8
2016-04-03,22,,,8,11,,,,,,,,11,5
2016-04-03,23,,,15,12,,,,,6,,,20,8
2016-04-04,0,,,14,8,,,,,6,,,6,8
2016-04-04,1,,,13,14,,,,,,,,19,5
2016-04-04,2,,,9,5,,,,,,,,20,16
2016-04-04,3,,,15,14,,,,,5,,,20,17
2016-04-04,4,,,20,12,,,,,,,,18,8
2016-04-04,5,,,9,12,,,,,5,,,22,7
2016-04-04,6,,,13,20,,,,,14,,,36,17
2016-04-04,7,,,,9,,,,,12,,,14,12
2016-04-04,8,,,,11,,,,,8,,,13,6
2016-04-04,9,,,,26,,,,,,,,25,14
2016-04-04,10,,,,28,,,,,33,,,28,24
2016-04-04,11,,,17,21,,,,,26,,,37,30
2016-04-04,12,,,15,20,,,,,41,,,29,20
2016-04-04,13,,,15,,,,,,26,,,,8
2016-04-04,14,,,16,10,,,,,,,,9,10
2016-04-04,15,,,17,8,,,,,9,,,11,10
2016-04-04,16,,,15,29,,,,,21,,,11,12
2016-04-04,17,,,16,23,,,,,16,,,,18
2016-04-04,18,,,15,20,,,,,20,,,,13
2016-04-04,19,,,28,17,,,,,24,,,22,14
2016-04-04,20,,,18,5,,,,,10,,,,7
2016-04-04,21,,,15,15,,,,,5,,,12,
2016-04-04,22,,,22,10,,,,,7,,,10,8
2016-04-04,23,,,27,16,,,,,11,,,7,19
2016-04-05,0,,,17,9,,,,,9,,,22,18
2016-04-05,1,,,22,9,,,,,15,,,18,22
2016-04-05,2,,,17,12,,,,,14,,,19,15
2016-04-05,3,,,13,14,,,,,11,,,15,8
2016-04-05,4,,,20,16,,,,,,,,9,16
2016-04-05,5,,,26,26,,,,,11,,,20,13
2016-04-05,6,,,16,19,,,,,7,,,20,15
2016-04-05,7,,,12,20,,,,,12,,,24,9
2016-04-05,8,,,,11,,,,,5,,,20,5
2016-04-05,9,,,8,33,,,,,9,,,14,25
2016-04-05,10,,,6,37,,,,,22,,,25,43
2016-04-05,11,,,22,27,,,,,23,,,43,22
2016-04-05,12,,,14,22,,,,,37,,,16,11
2016-04-05,13,,,23,14,,,,,23,,,24,20
2016-04-05,14,,,22,17,,,,,13,,,24,11
2016-04-05,15,,,20,13,,,,,20,,,15,14
2016-04-05,16,,,14,16,,,,,22,,,9,12
2016-04-05,17,,,20,16,,,,,19,,,22,19
2016-04-05,18,,,35,21,,,,,19,,,27,17
2016-04-05,19,,,36,22,,,,,18,,,24,20
2016-04-05,20,,,24,16,,,,,34,,,15,14
2016-04-05,21,,,26,20,,,,,17,,,17,16
2016-04-05,22,,,23,13,,,,,14,,,15,13
2016-04-05,23,,,22,11,,,,,12,,,9,9
2016-04-06,0,,,20,8,,,,,5,,,18,11
2016-04-06,1,,,19,6,,,,,10,,,11,14
2016-04-06,2,,,23,16,,,,,7,,,22,14
2016-04-06,3,,,15,14,,,,,8,,,16,
2016-04-06,4,,,13,21,,,,,8,,,16,16
2016-04-06,5,,,24,18,,,,,13,,,21,16
2016-04-06,6,,,13,16,,,,,16,,,27,18
2016-04-06,7,,,20,16,,,,,14,,,26,22
2016-04-06,8,,,9,19,,,,,17,,,35,27
2016-04-06,9,,,,6,,,,,21,,,17,22
2016-04-06,10,,,,9,,,,,23,,,5,22
2016-04-06,11,,,13,29,,,,,23,,,37,37
2016-04-06,12,,,22,22,,,,,32,,,24,20
2016-04-06,13,,,34,21,,,,,24,,,26,14
2016-04-06,14,,,24,10,,,,,20,,,20,18
2016-04-06,15,,,17,8,,,,,18,,,18,9
2016-04-06,16,,,21,10,,,,,12,,,10,11
2016-04-06,17,,,31,11,,,,,13,,,14,17
2016-04-06,18,,,29,23,,,,,12,,,24,10
2016-04-06,19,,,31,21,,,,,11,,,23,15
2016-04-06,20,,,27,25,,,,,19,,,27,22
2016-04-06,21,,,18,12,,,,,16,,,13,16
2016-04-06,22,,,23,15,,,,,16,,,23,16
2016-04-06,23,,,11,13,,,,,10,,,16,10
2016-04-07,0,,,,12,,,,,25,,,20,12
2016-04-07,1,,,,12,,,,,13,,,,13
2016-04-07,2,,,16,9,,,,,12,,,18,15
2016-04-07,3,,,11,9,,,,,12,,,6,8
2016-04-07,4,,,19,13,,,,,10,,,11,14
2016-04-07,5,,,42,13,,,,,13,,,20,12
2016-04-07,6,,,34,21,,,,,25,,,23,18
2016-04-07,7,,,16,11,,,,,16,,,10,8
2016-04-07,8,,,,13,,,,,10,,,17,
2016-04-07,9,,,9,34,,,,,8,,,9,17
2016-04-07,10,,,20,18,,,,,27,,,7,13
2016-04-07,11,,,25,19,,,,,18,,,,15
2016-04-07,12,,,32,26,,,,,12,,,20,22
2016-04-07,13,,,18,28,,,,,15,,,16,17
2016-04-07,14,,,14,16,,,,,16,,,14,20
2016-04-07,15,,,21,21,,,,,18,,,23,17
2016-04-07,16,,,26,23,,,,,16,,,18,26
2016-04-07,17,,,39,17,,,,,10,,,13,22
2016-04-07,18,,,15,21,,,,,23,,,9,14
2016-04-07,19,,,31,20,,,,,18,,,24,18
2016-04-07,20,,,29,22,,,,,19,,,27,20
2016-04-07,21,,,32,15,,,,,15,,,9,19
2016-04-07,22,,,38,30,,,,,16,,,23,21
2016-04-07,23,,,29,11,,,,,17,,,10,13
2016-04-08,0,,,43,13,,,,,5,,,25,7
2016-04-08,1,,,33,20,,,,,,,,21,30
2016-04-08,2,,,27,19,,,,,9,,,38,53
2016-04-08,3,,,22,21,,,,,15,,,25,16
2016-04-08,4,,,14,13,,,,,8,,,27,19
2016-04-08,5,,,35,22,,,,,8,,,25,26
2016-04-08,6,,,34,31,,,,,10,,,27,29
2016-04-08,7,,,43,25,,,,,15,,,31,16
2016-04-08,8,,,49,30,,,,,,,,26,21
2016-04-08,9,,,42,23,,,,,13,,,15,14
2016-04-08,10,,,28,30,,,,,20,,,38,26
2016-04-08,11,,,,16,,,,,22,,,43,22
2016-04-08,12,,,,18,,,,,25,,,24,32
2016-04-08,13,,,,24,,,,,23,,,39,38
2016-04-08,14,,,16,6,,,,,22,,,35,24
2016-04-08,15,,,44,18,,,,,9,,,,24
2016-04-08,16,,,,14,,,,,9,,,20,28
2016-04-08,17,,,34,21,,,,,13,,,23,8
2016-04-08,18,,,16,20,,,,,14,,,28,9
2016-04-08,19,,,28,10,,,,,15,,,26,11
2016-04-08,20,,,34,17,,,,,9,,,7,11
2016-04-08,21,,,36,16,,,,,13,,,,
2016-04-08,22,,,14,15,,,,,14,,,,
2016-04-08,23,,,17,11,,,,,,,,18,8
2016-04-09,0,,,34,14,,,,,15,,,9,14
2016-04-09,1,,,,18,,,,,6,,,8,16
2016-04-09,2,,,11,16,,,,,10,,,21,34
2016-04-09,3,,,41,11,,,,,14,,,24,22
2016-04-09,4,,,53,7,,,,,,,,20,7
2016-04-09,5,,,26,8,,,,,5,,,11,11
2016-04-09,6,,,24,12,,,,,,,,20,8
2016-04-09,7,,,11,10,,,,,9,,,27,8
2016-04-09,8,,,44,5,,,,,,,,14,
2016-04-09,9,,,16,7,,,,,6,,,7,
2016-04-09,10,,,,20,,,,,,,,13,5
2016-04-09,11,,,,19,,,,,,,,27,8
2016-04-09,12,,,13,5,,,,,,,,7,5
2016-04-09,13,,,26,8,,,,,6,,,28,
2016-04-09,14,,,20,27,,,,,16,,,16,5
2016-04-09,15,,,15,19,,,,,,,,,
2016-04-09,16,,,43,12,,,,,,,,,9
2016-04-09,17,,,35,29,,,,,9,,,20,14
2016-04-09,18,,,49,21,,,,,28,,,40,24
2016-04-09,19,,,37,25,,,,,,,,,32
2016-04-09,20,,,36,28,,,,,25,,,30,25
2016-04-09,21,,,25,20,,,,,19,,,31,21
2016-04-09,22,,,42,22,,,,,16,,,28,13
2016-04-09,23,,,38,28,,,,,7,,,31,15
2016-04-10,0,,,26,23,,,,,,,,27,18
2016-04-10,1,,,18,10,,,,,13,,,12,15
2016-04-10,2,,,17,13,,,,,8,,,20,12
2016-04-10,3,,,32,15,,,,,9,,,17,28
2016-04-10,4,,,29,13,,,,,7,,,9,25
2016-04-10,5,,,15,10,,,,,8,,,10,11
2016-04-10,6,,,15,16,,,,,7,,,23,12
2016-04-10,7,,,21,14,,,,,,,,19,15
2016-04-10,8,,,,20,,,,,16,,,,
2016-04-10,9,,,,12,,,,,,,,20,8
2016-04-10,10,,,,7,,,,,,,,14,
2016-04-10,11,,,,12,,,,,15,,,25,25
2016-04-10,12,,,9,38,,,,,29,,,40,33
2016-04-10,13,,,29,32,,,,,24,,,24,32
2016-04-10,14,,,15,17,,,,,8,,,34,27
2016-04-10,15,,,16,14,,,,,,,,15,
2016-04-10,16,,,12,16,,,,,13,,,29,8
2016-04-10,17,,,22,27,,,,,21,,,16,18
2016-04-10,18,,,33,53,,,,,,,,35,18
2016-04-10,19,,,31,35,,,,,,,,14,25
2016-04-10,20,,,25,18,,,,,15,,,,17
2016-04-10,21,,,29,20,,,,,17,,,,13
2016-04-10,22,,,29,16,,,,,13,,,,10
